nodes,l,seed,a_node,int_samples,page_rank_tests,page_rank_time,page_rank_accuracy,page_rank_top_l_targets,baro_tests,baro_time,baro_accuracy,baro_top_l_targets,smooth_tests,smooth_time,smooth_accuracy,smooth_top_l_targets,mutual_info_tests,mutual_info_time,mutual_info_accuracy,mutual_info_top_l_targets,rcd_tests,rcd_time,rcd_accuracy,rcd_top_l_targets,m_igs_tests,m_igs_time,m_igs_accuracy,m_igs_top_l_targets,rcg_cpdag_tests,rcg_cpdag_time,rcg_cpdag_accuracy,rcg_cpdag_top_l_targets,rcg_dag_tests,rcg_dag_time,rcg_dag_accuracy,rcg_dag_top_l_targets
10,1,10,X9,1000,10,3.6637706756591797,1,['X9'],9,10.298126220703125,0,['X1'],10,57.49913311004639,1,['X9'],10,83.04502582550049,1,['X9'],35,42.53676795959473,1,['X9'],3,1.0392522811889648,1,['X9'],10,492.9235382080078,1,['X9'],10,460.2353115081787,1,['X9']
10,1,11,X9,1000,10,3.4399938583374023,1,['X9'],9,10.39500904083252,0,['X3'],10,57.50897026062012,1,['X9'],10,83.83934593200684,1,['X9'],35,42.55200481414795,1,['X9'],3,1.031519889831543,1,['X9'],10,481.90431213378906,1,['X9'],10,441.1381254196167,1,['X9']
10,1,12,X6,1000,10,3.401412010192871,0,['X9'],9,10.540353775024414,0,['X9'],10,57.517738342285156,0,['X5'],10,84.41059303283691,0,['X5'],44,49.503862380981445,0,['X5'],3,0.973358154296875,0,['X9'],10,467.7569589614868,1,['X6'],10,461.125994682312,1,['X6']
10,1,13,X2,1000,10,3.1896915435791016,0,['X9'],9,10.85746955871582,0,['X3'],10,57.48965072631836,1,['X2'],10,88.69943046569824,1,['X2'],40,43.84408473968506,1,['X2'],2,0.8413209915161133,0,['X4'],10,528.9131174087524,1,['X2'],10,530.4168195724487,1,['X2']
10,1,14,X8,1000,10,1.604970932006836,1,['X8'],9,10.309952735900879,0,['X1'],10,52.549354553222656,1,['X8'],10,83.2679557800293,1,['X8'],21,24.941868782043457,1,['X8'],3,0.9298210144042969,0,['X5'],10,507.9197006225586,1,['X8'],10,467.6423234939575,1,['X8']
10,1,15,X8,1000,10,1.983616828918457,0,['X9'],9,11.570918083190918,0,['X9'],10,50.27161407470703,1,['X8'],10,83.33936214447021,1,['X8'],21,24.114285469055176,1,['X8'],4,1.2374086380004883,1,['X8'],10,457.4339017868042,1,['X8'],10,415.01016426086426,1,['X8']
10,1,16,X9,1000,10,2.6060304641723633,1,['X9'],9,10.238626480102539,0,['X7'],10,50.612009048461914,1,['X9'],10,83.1048936843872,1,['X9'],23,27.18025016784668,1,['X9'],3,0.9316501617431641,1,['X9'],10,505.82184314727783,1,['X9'],10,480.4936361312866,1,['X9']
10,1,17,X1,1000,10,1.0122146606445312,0,['X9'],9,6.633123397827148,0,['X8'],10,31.85358715057373,1,['X1'],10,54.44344139099121,1,['X1'],488,143.60784816741943,1,['X1'],3,0.669621467590332,0,['X7'],10,301.3967332839966,1,['X1'],10,271.4548988342285,1,['X1']
10,1,18,X3,1000,10,2.209078788757324,0,['X9'],9,10.266194343566895,0,['X4'],10,53.29885768890381,1,['X3'],10,85.27110385894775,1,['X3'],28,32.44680690765381,1,['X3'],2,0.7461843490600586,0,['X9'],10,447.620059967041,1,['X3'],10,444.03119945526123,1,['X3']
10,1,19,X5,1000,10,1.708230972290039,0,['X9'],9,11.482998847961426,0,['X6'],10,52.80133628845215,0,['X6'],10,87.37215614318848,0,['X6'],44,43.35766124725342,0,['X6'],4,1.2326383590698242,0,['X9'],10,323.76839542388916,0,['X8'],10,290.67797088623047,0,['X6']
10,1,20,X3,1000,10,1.590895652770996,0,['X7'],9,10.948291778564453,0,['X5'],10,52.941874504089355,0,['X1'],10,86.69434642791748,0,['X1'],38,41.933237075805664,0,['X1'],5,1.5223579406738281,0,['dummy_sink'],10,483.5466613769531,1,['X3'],10,425.25061225891113,0,['X5']
10,1,21,X9,1000,10,1.0465383529663086,0,['X8'],9,6.701499938964844,0,['X4'],10,32.93416786193848,1,['X9'],10,54.3218994140625,1,['X9'],258,106.95838069915771,1,['X9'],3,0.686981201171875,1,['X9'],10,296.2397565841675,1,['X9'],10,259.60551834106445,1,['X9']
10,1,22,X5,1000,10,1.7080659866333008,0,['X9'],9,10.982178688049316,0,['X4'],10,51.765217781066895,1,['X5'],10,86.46697425842285,1,['X5'],39,42.1519718170166,1,['X5'],4,1.199549674987793,0,['X9'],10,471.0764150619507,1,['X5'],10,444.2169494628906,1,['X5']
10,1,23,X3,1000,10,1.9969968795776367,0,['X8'],9,10.814825057983398,0,['X8'],10,51.94528102874756,1,['X3'],10,86.63647747039795,1,['X3'],28,30.97114372253418,1,['X3'],4,1.3251619338989258,0,['dummy_sink'],10,600.2795562744141,1,['X3'],10,501.39058685302734,1,['X3']
10,1,24,X2,1000,10,1.7871284484863281,0,['X9'],9,11.601006507873535,0,['X9'],10,56.897878646850586,1,['X2'],10,85.84805870056152,1,['X2'],37,38.857056617736816,1,['X2'],3,1.0761737823486328,0,['dummy_sink'],10,467.3594284057617,1,['X2'],10,478.95858669281006,1,['X2']
10,1,25,X4,1000,10,2.2177743911743164,0,['X9'],9,11.00546932220459,0,['X5'],10,55.40793704986572,1,['X4'],10,83.3572940826416,1,['X4'],28,32.27008533477783,1,['X4'],3,0.9696016311645508,0,['X9'],10,490.3963346481323,1,['X4'],10,487.89503955841064,1,['X4']
10,1,26,X5,1000,10,1.8766956329345703,0,['X9'],9,11.087928771972656,0,['X9'],10,51.19591522216797,0,['X6'],10,82.3101634979248,0,['X6'],21,24.40238666534424,0,['X6'],3,0.9171466827392578,0,['X6'],10,407.56174659729004,0,['X2'],10,364.5020408630371,0,['X6']
10,1,27,X3,1000,10,1.8480777740478516,0,['X9'],9,10.842808723449707,0,['X9'],10,51.697110176086426,1,['X3'],10,83.83672046661377,1,['X3'],27,29.536635398864746,1,['X3'],3,0.994685173034668,0,['X5'],10,383.2437343597412,1,['X3'],10,377.3447256088257,1,['X3']
10,1,28,X1,1000,10,1.1272315979003906,0,['X9'],9,6.564963340759277,0,['X3'],10,33.262929916381836,1,['X1'],10,52.89546012878418,1,['X1'],21,16.838143348693848,1,['X1'],3,0.6220836639404297,0,['X8'],10,313.05498218536377,1,['X1'],10,351.4656858444214,1,['X1']
10,1,29,X5,1000,10,1.134781837463379,0,['X8'],9,6.568943977355957,0,['X6'],10,33.00144290924072,1,['X5'],10,53.29643440246582,1,['X5'],567,189.29195308685303,1,['X5'],3,0.6315326690673828,1,['X5'],10,388.1410188674927,1,['X5'],10,342.0358200073242,1,['X5']
10,1,30,X5,1000,10,1.8900928497314453,0,['X9'],9,10.606916427612305,0,['X2'],10,51.616883277893066,1,['X5'],10,84.43582153320312,1,['X5'],221,128.6855936050415,1,['X5'],3,0.9608659744262695,1,['X5'],10,567.3209180831909,1,['X5'],10,501.54179191589355,1,['X5']
10,1,31,X2,1000,10,1.6652154922485352,0,['X8'],9,10.247645378112793,0,['X6'],10,52.42691230773926,1,['X2'],10,85.74645137786865,1,['X2'],25,28.916723251342773,1,['X2'],3,0.9560823440551758,0,['dummy_sink'],10,519.6516914367676,1,['X2'],10,474.31326484680176,1,['X2']
10,1,32,X7,1000,10,1.7212629318237305,0,['X9'],9,10.722366333007812,0,['X4'],10,52.37527370452881,1,['X7'],10,86.41812229156494,1,['X7'],386,190.3701581954956,1,['X7'],4,1.2336053848266602,1,['X7'],10,590.6410551071167,1,['X7'],10,516.3481006622314,1,['X7']
10,1,33,X4,1000,10,1.9102249145507812,0,['X9'],9,10.440417289733887,0,['X9'],10,53.048513412475586,1,['X4'],10,87.28052616119385,1,['X4'],239,134.17087268829346,1,['X4'],3,0.9903450012207031,1,['X4'],10,535.0687170028687,1,['X4'],10,475.4342670440674,1,['X4']
10,1,34,X1,1000,10,1.4975852966308594,0,['X9'],9,10.655654907226562,0,['X3'],10,53.52497482299805,1,['X1'],10,86.40624713897705,1,['X1'],16,21.376747131347656,1,['X1'],3,0.9876766204833984,1,['X1'],10,553.6909112930298,1,['X1'],10,498.19085597991943,1,['X1']
10,1,35,X9,1000,10,1.573537826538086,1,['X9'],9,11.690316200256348,0,['X2'],10,55.71151828765869,1,['X9'],10,86.81486892700195,1,['X9'],21,26.27635669708252,1,['X9'],4,1.3335590362548828,1,['X9'],10,435.5426540374756,1,['X9'],10,372.8165674209595,1,['X9']
10,1,36,X5,1000,10,1.802621841430664,0,['X9'],9,10.87399673461914,0,['X3'],10,52.58544635772705,1,['X5'],10,85.40342617034912,1,['X5'],19,21.741294860839844,1,['X5'],5,1.481485366821289,0,['X0'],10,513.7467021942139,1,['X5'],10,494.55945205688477,1,['X5']
10,1,37,X5,1000,10,1.566415786743164,0,['X9'],9,10.543320655822754,0,['X4'],10,52.7851676940918,1,['X5'],10,83.29571723937988,1,['X5'],37,35.918864250183105,1,['X5'],4,1.2238006591796875,1,['X5'],10,570.360110282898,1,['X5'],10,533.7798624038696,1,['X5']
10,1,38,X1,1000,10,2.0443105697631836,0,['X9'],9,10.508156776428223,0,['X2'],10,52.84091567993164,1,['X1'],10,84.8027172088623,1,['X1'],23,27.704477310180664,1,['X1'],3,1.0576667785644531,1,['X1'],10,510.81027603149414,1,['X1'],10,495.49279403686523,1,['X1']
10,1,39,X9,1000,10,1.7977046966552734,1,['X9'],9,10.530269622802734,0,['X5'],10,53.208834648132324,1,['X9'],10,83.27084350585938,1,['X9'],28,31.315234184265137,1,['X9'],4,1.2508602142333984,1,['X9'],10,381.9105978012085,1,['X9'],10,360.96454906463623,1,['X9']
10,1,40,X6,1000,10,1.711740493774414,0,['X7'],9,11.354011535644531,1,['X6'],10,51.910502433776855,1,['X6'],10,85.66046810150146,1,['X6'],35,36.6887903213501,1,['X6'],3,0.9408712387084961,1,['X6'],10,497.6018409729004,1,['X6'],10,469.2635202407837,1,['X6']
10,1,41,X0,1000,10,1.6523609161376953,0,['X9'],9,10.83847427368164,0,['X3'],10,51.81314563751221,1,['X0'],10,86.67942237854004,1,['X0'],461,220.98354721069336,1,['X0'],4,1.258620262145996,0,['X9'],10,543.3164834976196,1,['X0'],10,524.2687673568726,1,['X0']
10,1,42,X6,1000,10,1.1671209335327148,0,['X9'],9,6.798151969909668,0,['X1'],10,35.03589057922363,0,['X1'],10,54.75672626495361,0,['X1'],34,25.2468843460083,0,['X1'],3,0.6544208526611328,0,['dummy_sink'],10,332.66760063171387,1,['X6'],10,272.897421836853,1,['X6']
10,1,43,X4,1000,10,1.7687788009643555,0,['X7'],9,9.145227432250977,1,['X4'],10,32.22226047515869,1,['X4'],10,52.8763313293457,1,['X4'],32,23.843280792236328,1,['X4'],3,0.6670923233032227,1,['X4'],10,340.3066654205322,1,['X4'],10,291.32955169677734,1,['X4']
